id,tip,mekan,rayon,telefon,instagram,sahib,status,ilk_mesaj,izleme1,izleme2,demo_tarix,plan,qeyd
1,gaming,Game Over,Xətai,,,,yeni,,,,,
2,karaoke,Second karaoke klub-lanç,Nəsimi (Füzuli 45),,,,yeni,,,,,
3,karaoke,Labirint Club Karaoke & Lounge,Yasamal,,,,yeni,,,,,
4,gaming,Avallon Gaming,Xətai (Sənan Kərimov),,,,yeni,,,,,
5,mixed,Olimpik Star,Bakı,,,,yeni,,,,,
6,gaming,101 Playstation,Bakı,,,,yeni,,,,,
7,gaming,VIP Play Station 002 Club,Bakı,,,,yeni,,,,,
8,coworking,Unipoint Coffee & Coworking,Nərimanov (Koroğlu Rəhimov 61),,,,yeni,,,,,
9,coworking,W_Space,Nəsimi (Səməd Vurğun 34),,,,yeni,,,,,
10,coworking,Fikir Coworking,Ağ Şəhər,,,,yeni,,,,,
11,coworking,Inharta Coworking,Bakı (Əsəd Əhmədov),,,,yeni,,,,,
12,coworking,WorkLab Coworking Center,Nəsimi (Üzeyir Hacıbəyov 75),,,,yeni,,,,,
13,coworking,Lotfi Zadeh Technology Center,Bakı,,,,yeni,,,,,
14,gaming,,,,,yeni,,,,,
15,gaming,,,,,yeni,,,,,
16,gaming,,,,,yeni,,,,,
17,gaming,,,,,yeni,,,,,
18,gaming,,,,,yeni,,,,,
19,gaming,,,,,yeni,,,,,
20,gaming,,,,,yeni,,,,,
21,gaming,,,,,yeni,,,,,
22,gaming,,,,,yeni,,,,,
23,gaming,,,,,yeni,,,,,
24,gaming,,,,,yeni,,,,,
25,gaming,,,,,yeni,,,,,
26,karaoke,,,,,yeni,,,,,
27,karaoke,,,,,yeni,,,,,
28,karaoke,,,,,yeni,,,,,
29,karaoke,,,,,yeni,,,,,
30,karaoke,,,,,yeni,,,,,
31,karaoke,,,,,yeni,,,,,
32,karaoke,,,,,yeni,,,,,
33,karaoke,,,,,yeni,,,,,
34,karaoke,,,,,yeni,,,,,
35,karaoke,,,,,yeni,,,,,
36,karaoke,,,,,yeni,,,,,
37,karaoke,,,,,yeni,,,,,
38,karaoke,,,,,yeni,,,,,
39,karaoke,,,,,yeni,,,,,
40,karaoke,,,,,yeni,,,,,
41,billiards,,,,,yeni,,,,,
42,billiards,,,,,yeni,,,,,
43,billiards,,,,,yeni,,,,,
44,billiards,,,,,yeni,,,,,
45,billiards,,,,,yeni,,,,,
46,billiards,,,,,yeni,,,,,
47,billiards,,,,,yeni,,,,,
48,billiards,,,,,yeni,,,,,
49,billiards,,,,,yeni,,,,,
50,billiards,,,,,yeni,,,,,
51,billiards,,,,,yeni,,,,,
52,billiards,,,,,yeni,,,,,
53,billiards,,,,,yeni,,,,,
54,billiards,,,,,yeni,,,,,
55,billiards,,,,,yeni,,,,,
56,billiards,,,,,yeni,,,,,
57,billiards,,,,,yeni,,,,,
58,billiards,,,,,yeni,,,,,
59,billiards,,,,,yeni,,,,,
60,billiards,,,,,yeni,,,,,
61,antikafe,,,,,yeni,,,,,
62,antikafe,,,,,yeni,,,,,
63,antikafe,,,,,yeni,,,,,
64,antikafe,,,,,yeni,,,,,
65,antikafe,,,,,yeni,,,,,
66,antikafe,,,,,yeni,,,,,
67,antikafe,,,,,yeni,,,,,
68,antikafe,,,,,yeni,,,,,
69,coworking,,,,,yeni,,,,,
70,coworking,,,,,yeni,,,,,
71,mixed,,,,,yeni,,,,,
72,mixed,,,,,yeni,,,,,
73,mixed,,,,,yeni,,,,,
74,mixed,,,,,yeni,,,,,
75,mixed,,,,,yeni,,,,,
76,mixed,,,,,yeni,,,,,
77,mixed,,,,,yeni,,,,,
78,mixed,,,,,yeni,,,,,
79,mixed,,,,,yeni,,,,,
80,mixed,,,,,yeni,,,,,
